time_stamp,CL=F,CPI,DXYN,GC=F,SI=F,^DJI,^IXIC,^RUT,^TNX,EURUSD=X,GBPUSD=X,^FTSE,N225
2016-01-01,36.7599983215332,26.530000686645508,5.03000020980835,1075.0999755859375,13.817000389099121,17148.939453125,4903.08984375,1108.6199951171875,2.244999885559082,1.0859060287475586,1.4738394021987915,6093.39990234375,18450.98046875
2016-01-02,36.7599983215332,26.530000686645508,5.03000020980835,1075.0999755859375,13.817000389099121,17148.939453125,4903.08984375,1108.6199951171875,2.244999885559082,1.0853991508483887,1.473708987236023,6093.39990234375,18450.98046875
2016-01-03,36.7599983215332,26.530000686645508,5.03000020980835,1075.0999755859375,13.817000389099121,17148.939453125,4903.08984375,1108.6199951171875,2.244999885559082,1.0853991508483887,1.473708987236023,6093.39990234375,18450.98046875
2016-01-04,36.7599983215332,26.530000686645508,5.03000020980835,1075.0999755859375,13.817000389099121,17148.939453125,4903.08984375,1108.6199951171875,2.244999885559082,1.0853991508483887,1.473708987236023,6093.39990234375,18450.98046875
2016-01-05,35.970001220703125,26.420000076293945,4.900000095367432,1078.4000244140625,13.949000358581543,17158.66015625,4891.43017578125,1110.43994140625,2.247999906539917,1.0827549695968628,1.4714103937149048,6137.2001953125,18374.0
2016-01-06,33.970001220703125,26.459999084472656,4.889999866485596,1091.9000244140625,13.956999778747559,16906.509765625,4835.759765625,1094.3699951171875,2.177000045776367,1.0751993656158447,1.467394471168518,6073.39990234375,18191.3203125
2016-01-07,33.27000045776367,26.360000610351562,4.730000019073486,1107.699951171875,14.335000038146973,16514.099609375,4689.43017578125,1064.5699462890625,2.1530001163482666,1.0778998136520386,1.4629936218261719,5954.10009765625,17767.33984375
2016-01-08,33.15999984741211,26.290000915527344,4.820000171661377,1097.800048828125,13.907999992370605,16346.4501953125,4643.6298828125,1046.199951171875,2.130000114440918,1.0925976037979126,1.4626940488815308,5912.39990234375,17697.9609375
2016-01-09,31.40999984741211,26.260000228881836,4.889999866485596,1096.5,13.854999542236328,16398.5703125,4637.990234375,1041.9000244140625,2.1579999923706055,1.0941038131713867,1.45249605178833,5871.7998046875,17697.9609375
2016-01-10,31.40999984741211,26.260000228881836,4.889999866485596,1096.5,13.854999542236328,16398.5703125,4637.990234375,1041.9000244140625,2.1579999923706055,1.0941038131713867,1.45249605178833,5871.7998046875,17697.9609375
2016-01-11,31.40999984741211,26.260000228881836,4.889999866485596,1096.5,13.854999542236328,16398.5703125,4637.990234375,1041.9000244140625,2.1579999923706055,1.0941038131713867,1.45249605178833,5871.7998046875,17697.9609375
2016-01-12,30.440000534057617,26.260000228881836,4.610000133514404,1085.5999755859375,13.739999771118164,16516.220703125,4685.919921875,1044.699951171875,2.1019999980926514,1.0857999324798584,1.454397439956665,5929.2001953125,17218.9609375
2016-01-13,30.479999542236328,26.219999313354492,4.550000190734863,1087.5,14.145000457763672,16151.41015625,4526.06005859375,1010.1900024414062,2.065999984741211,1.0843987464904785,1.4436262845993042,5961.0,17715.630859375
2016-01-14,31.200000762939453,26.260000228881836,4.429999828338623,1073.9000244140625,13.737000465393066,16379.0498046875,4615.0,1025.6700439453125,2.0980000495910645,1.0886012315750122,1.4407975673675537,5918.2001953125,17240.94921875
2016-01-15,29.420000076293945,26.420000076293945,4.269999980926514,1091.5,13.883999824523926,15988.080078125,4488.419921875,1007.719970703125,2.0329999923706055,1.085894227027893,1.442710041999817,5804.10009765625,17147.109375
2016-01-16,29.420000076293945,26.420000076293945,4.269999980926514,1091.5,13.883999824523926,15988.080078125,4488.419921875,1007.719970703125,2.0329999923706055,1.0920010805130005,1.4274091720581055,5779.89990234375,16955.5703125
2016-01-17,29.420000076293945,26.420000076293945,4.269999980926514,1091.5,13.883999824523926,15988.080078125,4488.419921875,1007.719970703125,2.0329999923706055,1.0920010805130005,1.4274091720581055,5779.89990234375,16955.5703125
2016-01-18,29.420000076293945,26.420000076293945,4.269999980926514,1091.5,13.883999824523926,15988.080078125,4488.419921875,1007.719970703125,2.0329999923706055,1.0920010805130005,1.4274091720581055,5779.89990234375,16955.5703125
2016-01-19,28.459999084472656,26.15999984741211,4.110000133514404,1089.9000244140625,14.109999656677246,16016.01953125,4476.9501953125,994.8699951171875,2.0350000858306885,1.0895025730133057,1.4253135919570923,5876.7998046875,17048.369140625
2016-01-20,26.549999237060547,26.190000534057617,4.309999942779541,1107.0999755859375,14.147000312805176,15766.740234375,4471.68994140625,999.3099975585938,1.9839999675750732,1.09129798412323,1.4182385206222534,5673.60009765625,16416.189453125
2016-01-21,29.530000686645508,26.139999389648438,4.349999904632568,1099.0999755859375,14.083000183105469,15882.6796875,4472.06005859375,997.3400268554688,2.0190000534057617,1.0877013206481934,1.4198495149612427,5773.7998046875,16017.259765625
2016-01-22,32.189998626708984,26.200000762939453,4.5,1097.199951171875,14.043000221252441,16093.509765625,4591.18017578125,1020.6599731445312,2.0480000972747803,1.0862009525299072,1.4226775169372559,5900.0,16958.529296875
2016-01-23,30.34000015258789,26.18000030517578,4.409999847412109,1106.199951171875,14.239999771118164,15885.2197265625,4518.490234375,997.3699951171875,2.0220000743865967,1.079901933670044,1.4260046482086182,5877.0,17110.91015625
2016-01-24,30.34000015258789,26.18000030517578,4.409999847412109,1106.199951171875,14.239999771118164,15885.2197265625,4518.490234375,997.3699951171875,2.0220000743865967,1.079901933670044,1.4260046482086182,5877.0,17110.91015625
2016-01-25,30.34000015258789,26.18000030517578,4.409999847412109,1106.199951171875,14.239999771118164,15885.2197265625,4518.490234375,997.3699951171875,2.0220000743865967,1.079901933670044,1.4260046482086182,5877.0,17110.91015625
2016-01-26,31.450000762939453,26.280000686645508,4.420000076293945,1121.699951171875,14.543999671936035,16167.23046875,4567.669921875,1017.969970703125,1.99399995803833,1.0853049755096436,1.4242985248565674,5911.5,16708.900390625
2016-01-27,32.29999923706055,26.18000030517578,4.349999904632568,1116.0999755859375,14.4399995803833,15944.4599609375,4468.169921875,1002.75,2.000999927520752,1.0864958763122559,1.434308648109436,5990.39990234375,17163.919921875
2016-01-28,33.220001220703125,26.270000457763672,4.289999961853027,1115.5999755859375,14.215999603271484,16069.6396484375,4506.68017578125,1003.27001953125,1.9850000143051147,1.090798020362854,1.4249074459075928,5931.7998046875,17041.44921875
2016-01-29,33.619998931884766,26.34000015258789,4.349999904632568,1116.4000244140625,14.229000091552734,16466.30078125,4613.9501953125,1035.3800048828125,1.930999994277954,1.0936970710754395,1.4362038373947144,6083.7998046875,17518.30078125
2016-01-30,31.6200008392334,26.350000381469727,4.440000057220459,1127.9000244140625,14.329000473022461,16449.1796875,4620.3701171875,1032.3900146484375,1.965999960899353,1.0825908184051514,1.4246028661727905,6060.10009765625,17865.23046875
